incident_id,district,police_division,crime_type,date,day_of_week,is_holiday,time_bracket,location_type,lighting_level,victim_gender,victim_age_bracket,prior_offenses,offender_drug_history,reported_2015_total,solved_2015_total,cleared_rate_pct,reported_status,referral_source
2023-JAF-7204,Jaffna,Kayts,House Breaking,12/15/2023,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-KUR-7205,Kurunegala,Wariyapola,Drug Offences (Cannabis),1/22/2023,Sunday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-RAT-7206,Ratnapura,Pelmadulla,Robbery,2/12/2023,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-ANU-7207,Anuradhapura,Tambuttegama,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-BAT-7208,Batticaloa,Kattankudy,Cheating/BCT,4/10/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-MAT-7209,Matara,Akuressa,House Breaking,5/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-BAD-7210,Badulla,Bandarawela,Property Theft,6/25/2023,Sunday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-PUT-7211,Puttalam,Kalpitiya,Drug Offences (Heroin),7/9/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-TRI-7212,Trincomalee,Mutur,Grievous Hurt,8/20/2023,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-COL-7213,Colombo,Fort,Homicide,9/9/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAM-7214,Gampaha,Minuwangoda,House Breaking,10/14/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-KAN-7215,Kandy,Digana,Property Theft,11/25/2023,Saturday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAL-7216,Kalutara,Matugama,Robbery,12/20/2023,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-GAL-7217,Galle,Karapitiya,Drug Offences (Heroin),1/30/2023,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-JAF-7218,Jaffna,Kayts,Statutory Rape,2/15/2023,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-KUR-7219,Kurunegala,Wariyapola,House Breaking,3/20/2023,Monday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-RAT-7220,Ratnapura,Pelmadulla,Drug Offences (Cannabis),4/28/2023,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-ANU-7221,Anuradhapura,Tambuttegama,Robbery,5/15/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-BAT-7222,Batticaloa,Kattankudy,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-MAT-7223,Matara,Akuressa,Cheating/BCT,7/22/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-BAD-7224,Badulla,Bandarawela,House Breaking,8/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-PUT-7225,Puttalam,Kalpitiya,Property Theft,9/9/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-TRI-7226,Trincomalee,Mutur,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-COL-7227,Colombo,Fort,Grievous Hurt,11/20/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-GAM-7228,Gampaha,Minuwangoda,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KAN-7229,Kandy,Digana,House Breaking,1/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-KAL-7230,Kalutara,Matugama,Property Theft,2/28/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAL-7231,Galle,Karapitiya,Robbery,3/25/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-JAF-7232,Jaffna,Kayts,Drug Offences (Heroin),4/14/2023,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-KUR-7233,Kurunegala,Wariyapola,Statutory Rape,5/30/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-RAT-7234,Ratnapura,Pelmadulla,House Breaking,6/15/2023,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-ANU-7235,Anuradhapura,Tambuttegama,Drug Offences (Cannabis),7/20/2023,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-BAT-7236,Batticaloa,Kattankudy,Robbery,8/28/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-MAT-7237,Matara,Akuressa,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-BAD-7238,Badulla,Bandarawela,Cheating/BCT,10/15/2023,Sunday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-PUT-7239,Puttalam,Kalpitiya,House Breaking,11/12/2023,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-TRI-7240,Trincomalee,Mutur,Property Theft,12/25/2023,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-COL-7241,Colombo,Fort,Drug Offences (Heroin),1/20/2023,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-GAM-7242,Gampaha,Minuwangoda,Grievous Hurt,2/14/2023,Tuesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-KAN-7243,Kandy,Digana,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KAL-7244,Kalutara,Matugama,House Breaking,4/18/2023,Tuesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-GAL-7245,Galle,Karapitiya,Property Theft,5/30/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-JAF-7246,Jaffna,Kayts,Robbery,6/25/2023,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-KUR-7247,Kurunegala,Wariyapola,Drug Offences (Heroin),7/20/2023,Thursday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-RAT-7248,Ratnapura,Pelmadulla,Statutory Rape,8/15/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-ANU-7249,Anuradhapura,Tambuttegama,House Breaking,9/30/2023,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-BAT-7250,Batticaloa,Kattankudy,Drug Offences (Cannabis),10/14/2023,Saturday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-MAT-7251,Matara,Akuressa,Robbery,11/20/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-BAD-7252,Badulla,Bandarawela,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-PUT-7253,Puttalam,Kalpitiya,Cheating/BCT,1/30/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-TRI-7254,Trincomalee,Mutur,House Breaking,2/18/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-COL-7255,Colombo,Fort,Property Theft,3/25/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAM-7256,Gampaha,Minuwangoda,Drug Offences (Heroin),4/30/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-KAN-7257,Kandy,Digana,Grievous Hurt,5/15/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-KAL-7258,Kalutara,Matugama,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAL-7259,Galle,Karapitiya,House Breaking,7/22/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-JAF-7260,Jaffna,Kayts,Property Theft,8/25/2023,Friday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KUR-7261,Kurunegala,Wariyapola,Robbery,9/9/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-RAT-7262,Ratnapura,Pelmadulla,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-ANU-7263,Anuradhapura,Tambuttegama,Statutory Rape,11/20/2023,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-BAT-7264,Batticaloa,Kattankudy,House Breaking,12/15/2023,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-MAT-7265,Matara,Akuressa,Drug Offences (Cannabis),1/22/2023,Sunday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-BAD-7266,Badulla,Bandarawela,Robbery,2/12/2023,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-PUT-7267,Puttalam,Kalpitiya,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-TRI-7268,Trincomalee,Mutur,Cheating/BCT,4/10/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-COL-7269,Colombo,Fort,House Breaking,5/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-GAM-7270,Gampaha,Minuwangoda,Property Theft,6/25/2023,Friday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAN-7271,Kandy,Digana,Drug Offences (Heroin),7/9/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-KAL-7272,Kalutara,Matugama,Grievous Hurt,8/20/2023,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-GAL-7273,Galle,Karapitiya,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-JAF-7274,Jaffna,Kayts,House Breaking,10/14/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-KUR-7275,Kurunegala,Wariyapola,Property Theft,11/25/2023,Saturday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-RAT-7276,Ratnapura,Pelmadulla,Robbery,12/20/2023,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-ANU-7277,Anuradhapura,Tambuttegama,Drug Offences (Heroin),1/30/2023,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-BAT-7278,Batticaloa,Kattankudy,Statutory Rape,2/15/2023,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-MAT-7279,Matara,Akuressa,House Breaking,3/20/2023,Monday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-BAD-7280,Badulla,Bandarawela,Drug Offences (Cannabis),4/28/2023,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-PUT-7281,Puttalam,Kalpitiya,Robbery,5/15/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-TRI-7282,Trincomalee,Mutur,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-COL-7283,Colombo,Fort,Cheating/BCT,7/22/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-GAM-7284,Gampaha,Minuwangoda,House Breaking,8/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-KAN-7285,Kandy,Digana,Property Theft,9/9/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KAL-7286,Kalutara,Matugama,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-GAL-7287,Galle,Karapitiya,Grievous Hurt,11/20/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-JAF-7288,Jaffna,Kayts,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KUR-7289,Kurunegala,Wariyapola,House Breaking,1/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-RAT-7290,Ratnapura,Pelmadulla,Property Theft,2/28/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-ANU-7291,Anuradhapura,Tambuttegama,Robbery,3/25/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-BAT-7292,Batticaloa,Kattankudy,Drug Offences (Heroin),4/14/2023,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-MAT-7293,Matara,Akuressa,Statutory Rape,5/30/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-BAD-7294,Badulla,Bandarawela,House Breaking,6/15/2023,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-PUT-7295,Puttalam,Kalpitiya,Drug Offences (Cannabis),7/20/2023,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-TRI-7296,Trincomalee,Mutur,Robbery,8/28/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-COL-7297,Colombo,Fort,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAM-7298,Gampaha,Minuwangoda,Cheating/BCT,10/15/2023,Sunday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-KAN-7299,Kandy,Digana,House Breaking,11/12/2023,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-KAL-7300,Kalutara,Matugama,Property Theft,12/25/2023,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-GAL-7301,Galle,Karapitiya,Drug Offences (Heroin),1/20/2023,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-JAF-7302,Jaffna,Kayts,Grievous Hurt,2/14/2023,Tuesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-KUR-7303,Kurunegala,Wariyapola,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-RAT-7304,Ratnapura,Pelmadulla,House Breaking,4/18/2023,Tuesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-ANU-7305,Anuradhapura,Tambuttegama,Property Theft,5/30/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-BAT-7306,Batticaloa,Kattankudy,Robbery,6/25/2023,Sunday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-MAT-7307,Matara,Akuressa,Drug Offences (Heroin),7/20/2023,Thursday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-BAD-7308,Badulla,Bandarawela,Statutory Rape,8/15/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-PUT-7309,Puttalam,Kalpitiya,House Breaking,9/30/2023,Saturday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-TRI-7310,Trincomalee,Mutur,Drug Offences (Cannabis),10/14/2023,Saturday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-COL-7311,Colombo,Fort,Robbery,11/20/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-GAM-7312,Gampaha,Minuwangoda,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KAN-7313,Kandy,Digana,Cheating/BCT,1/30/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-KAL-7314,Kalutara,Matugama,House Breaking,2/18/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-GAL-7315,Galle,Karapitiya,Property Theft,3/25/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-JAF-7316,Jaffna,Kayts,Drug Offences (Heroin),4/30/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-KUR-7317,Kurunegala,Wariyapola,Grievous Hurt,5/15/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-RAT-7318,Ratnapura,Pelmadulla,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-ANU-7319,Anuradhapura,Tambuttegama,House Breaking,7/22/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-BAT-7320,Batticaloa,Kattankudy,Property Theft,8/25/2023,Friday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-MAT-7321,Matara,Akuressa,Robbery,9/9/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-BAD-7322,Badulla,Bandarawela,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-PUT-7323,Puttalam,Kalpitiya,Statutory Rape,11/20/2023,Monday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-TRI-7324,Trincomalee,Mutur,House Breaking,12/15/2023,Friday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-COL-7325,Colombo,Fort,Drug Offences (Cannabis),1/22/2023,Sunday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-GAM-7326,Gampaha,Minuwangoda,Robbery,2/12/2023,Sunday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-KAN-7327,Kandy,Digana,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-KAL-7328,Kalutara,Matugama,Cheating/BCT,4/10/2023,Monday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-GAL-7329,Galle,Karapitiya,House Breaking,5/18/2023,Thursday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-JAF-7330,Jaffna,Kayts,Property Theft,6/25/2023,Sunday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-KUR-7331,Kurunegala,Wariyapola,Drug Offences (Heroin),7/9/2023,Sunday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-RAT-7332,Ratnapura,Pelmadulla,Grievous Hurt,8/20/2023,Sunday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-ANU-7333,Anuradhapura,Tambuttegama,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-BAT-7334,Batticaloa,Kattankudy,House Breaking,10/14/2023,Saturday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-MAT-7335,Matara,Akuressa,Property Theft,11/25/2023,Saturday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-BAD-7336,Badulla,Bandarawela,Robbery,12/20/2023,Wednesday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-PUT-7337,Puttalam,Kalpitiya,Drug Offences (Heroin),1/30/2023,Monday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-TRI-7338,Trincomalee,Mutur,Statutory Rape,2/15/2023,Wednesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-COL-7339,Colombo,Fort,House Breaking,3/20/2023,Monday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-GAM-7340,Gampaha,Minuwangoda,Drug Offences (Cannabis),4/28/2023,Friday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-KAN-7341,Kandy,Digana,Robbery,5/15/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-KAL-7342,Kalutara,Matugama,Homicide,6/30/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-GAL-7343,Galle,Karapitiya,Cheating/BCT,7/22/2023,Saturday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-JAF-7344,Jaffna,Kayts,House Breaking,8/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-KUR-7345,Kurunegala,Wariyapola,Property Theft,9/9/2023,Saturday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-RAT-7346,Ratnapura,Pelmadulla,Drug Offences (Heroin),10/18/2023,Wednesday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-ANU-7347,Anuradhapura,Tambuttegama,Grievous Hurt,11/20/2023,Monday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-BAT-7348,Batticaloa,Kattankudy,Homicide,12/15/2023,Friday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-MAT-7349,Matara,Akuressa,House Breaking,1/25/2023,Wednesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-BAD-7350,Badulla,Bandarawela,Property Theft,2/28/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-PUT-7351,Puttalam,Kalpitiya,Robbery,3/25/2023,Saturday,No,Evening,Commercial,Well-lit,Male,25-35,2,No,3241,2170,67,Solved,Police
2023-TRI-7352,Trincomalee,Mutur,Drug Offences (Heroin),4/14/2023,Friday,No,Afternoon,Transport Hub,Well-lit,Male,20-29,3,Yes,28450,27000,95,Solved,Police
2023-COL-7353,Colombo,Fort,Statutory Rape,5/30/2023,Tuesday,No,Afternoon,Residential,Well-lit,Female,Under 16,0,No,1250,1150,92,Solved,NGO
2023-GAM-7354,Gampaha,Minuwangoda,House Breaking,6/15/2023,Thursday,No,Night,Residential,Dark,Male,45-60,1,No,9012,2973,33,Solved,Police
2023-KAN-7355,Kandy,Digana,Drug Offences (Cannabis),7/20/2023,Thursday,No,Morning,Agricultural,Well-lit,Male,20-29,3,Yes,42560,40000,94,Solved,Police
2023-KAL-7356,Kalutara,Matugama,Robbery,8/28/2023,Monday,No,Night,Residential,Dark,Male,35-45,2,No,3241,2170,67,Solved,Police
2023-GAL-7357,Galle,Karapitiya,Homicide,9/30/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-JAF-7358,Jaffna,Kayts,Cheating/BCT,10/15/2023,Sunday,No,Morning,Commercial,Well-lit,Male,60+,1,No,2510,1630,65,Solved,Self-Reported
2023-KUR-7359,Kurunegala,Wariyapola,House Breaking,11/12/2023,Sunday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Under Investigation,Police
2023-RAT-7360,Ratnapura,Pelmadulla,Property Theft,12/25/2023,Monday,No,Afternoon,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
2023-ANU-7361,Anuradhapura,Tambuttegama,Drug Offences (Heroin),1/20/2023,Friday,No,Afternoon,Coastal Area,Well-lit,Male,18-24,2,Yes,28450,27000,95,Solved,Police
2023-BAT-7362,Batticaloa,Kattankudy,Grievous Hurt,2/14/2023,Tuesday,No,Evening,Public Space,Poorly-lit,Male,30-34,1,No,1310,1205,92,Solved,Hospital
2023-MAT-7363,Matara,Akuressa,Homicide,3/25/2023,Saturday,No,Night,Public Space,Poorly-lit,Male,25-35,0,No,502,467,93,Solved,Police
2023-BAD-7364,Badulla,Bandarawela,House Breaking,4/18/2023,Tuesday,No,Night,Residential,Dark,Male,45-60,0,No,9012,2973,33,Solved,Police
2023-PUT-7365,Puttalam,Kalpitiya,Property Theft,5/30/2023,Tuesday,No,Morning,Commercial,Well-lit,Female,25-35,1,No,6104,3300,54,Solved,Police
